Accession	Description	Organism	Length
G3N9T7	Bicaudal D homolog 2 (Drosophila) OS=Gasterosteus aculeatus OX=69293 PE=3 SV=1	Gasterosteus aculeatus	807
A0A673I6W3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	720
A0A673IFC3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	758
A0A3Q2DA33	Protein bicaudal D homolog 2-like OS=Cyprinodon variegatus OX=28743 PE=3 SV=1	Cyprinodon variegatus	866
A0A8M1KIX3	Protein bicaudal D homolog 2 isoform X1 OS=Clupea harengus OX=7950 GN=bicd2 PE=3 SV=1	Clupea harengus	851
A0A6P3W2S1	Protein bicaudal D homolog 2 isoform X2 OS=Clupea harengus OX=7950 GN=bicd2 PE=3 SV=1	Clupea harengus	821
A0A3Q2DAR6	Protein bicaudal D homolog 2-like OS=Cyprinodon variegatus OX=28743 PE=3 SV=1	Cyprinodon variegatus	854
A0A8C4A1A2	BICD cargo adaptor 2 OS=Denticeps clupeoides OX=299321 GN=bicd2 PE=3 SV=1	Denticeps clupeoides	824
A0A3P9NQL1	Protein bicaudal D homolog 2-like OS=Poecilia reticulata OX=8081 PE=3 SV=1	Poecilia reticulata	818
A0A8C6UEX4	Bicaudal D homolog 2 (Drosophila) OS=Neogobius melanostomus OX=47308 PE=3 SV=1	Neogobius melanostomus	837
A0A8C2ZGX1	Bicaudal D homolog 2 (Drosophila) OS=Cyclopterus lumpus OX=8103 PE=3 SV=1	Cyclopterus lumpus	876
A0A673IC18	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	718
A0A3B1J7U5	Protein bicaudal D homolog 2 OS=Astyanax mexicanus OX=7994 PE=3 SV=1	Astyanax mexicanus	899
A0A4W4DN49	BICD cargo adaptor 2 OS=Electrophorus electricus OX=8005 GN=bicd2 PE=3 SV=1	Electrophorus electricus	840
A0A8C5AGG3	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	722
A0A665SZ22	Protein bicaudal D homolog 2-like OS=Echeneis naucrates OX=173247 GN=LOC115044115 PE=3 SV=1	Echeneis naucrates	811
A0A3B1K791	Protein bicaudal D homolog 2 OS=Astyanax mexicanus OX=7994 PE=3 SV=1	Astyanax mexicanus	841
A0A3B1KKT6	Protein bicaudal D homolog 2 OS=Astyanax mexicanus OX=7994 PE=3 SV=1	Astyanax mexicanus	802
A0A8C6P7Z6	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=LOC107385119 PE=3 SV=1	Nothobranchius furzeri	847
A0A4Z2J6F7	Protein bicaudal D 2 OS=Liparis tanakae OX=230148 GN=Bicd2 PE=3 SV=1	Liparis tanakae	809
A0A1A8U5M0	Bicaudal D homolog 2 OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	814
A0A8S4BPE9	(Atlantic silverside) hypothetical protein OS=Menidia menidia OX=238744 GN=MMEN_LOCUS16312 PE=3 SV=1	Menidia menidia	992
A0A3Q3E8F3	Protein bicaudal D homolog 2-like OS=Labrus bergylta OX=56723 PE=3 SV=1	Labrus bergylta	870
A0A671PMF5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107669024 PE=3 SV=1	Sinocyclocheilus anshuiensis	824
A0A8T2N409	Uncharacterized protein OS=Albula glossodonta OX=121402 GN=JZ751_014520 PE=3 SV=1	Albula glossodonta	712
A0A8C5I190	Protein bicaudal D homolog 2-like OS=Gouania willdenowi OX=441366 GN=LOC114463633 PE=3 SV=1	Gouania willdenowi	840
A0A671PMH0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107669024 PE=3 SV=1	Sinocyclocheilus anshuiensis	852
A0A6J2PNT2	Protein bicaudal D homolog 2-like OS=Cottoperca gobio OX=56716 GN=LOC115007956 PE=3 SV=1	Cottoperca gobio	816
A0A8C5AF01	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115556700 PE=3 SV=1	Gadus morhua	845
A0A8C5FGC5	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115556700 PE=3 SV=1	Gadus morhua	838
A0A6I9MWB2	Protein bicaudal D homolog 2-like OS=Notothenia coriiceps OX=8208 GN=LOC104946162 PE=3 SV=1	Notothenia coriiceps	809
A0A8C1BGG6	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	756
A0A7L1Y6S0	BICD1 protein (Fragment) OS=Scytalopus superciliaris OX=312124 GN=Bicd1 PE=3 SV=1	Scytalopus superciliaris	978
A0A8J4UI76	Protein bicaudal D 2-like isoform X2 (Fragment) OS=Clarias magur OX=1594786 GN=DAT39_003021 PE=3 SV=1	Clarias magur	725
A0A3P8UR19	Protein bicaudal D homolog 2 OS=Cynoglossus semilaevis OX=244447 PE=3 SV=1	Cynoglossus semilaevis	846
A0A6P8VDK7	Protein bicaudal D homolog 2-like isoform X1 OS=Gymnodraco acuticeps OX=8218 GN=LOC117548131 PE=3 SV=1	Gymnodraco acuticeps	811
A0A8C6WV59	Bicaudal D homolog 2 (Drosophila) OS=Neogobius melanostomus OX=47308 PE=3 SV=1	Neogobius melanostomus	795
A0A852MUI8	BICD1 protein (Fragment) OS=Pteruthius melanotis OX=357074 GN=Bicd1 PE=3 SV=1	Pteruthius melanotis	978
A0A7L0KYG9	BICD1 protein (Fragment) OS=Sylvietta virens OX=208069 GN=Bicd1 PE=3 SV=1	Sylvietta virens	949
A0A7K7QDC4	BICD1 protein (Fragment) OS=Poecile atricapillus OX=48891 GN=Bicd1 PE=3 SV=1	Poecile atricapillus	949
A0A7K7MBH1	BICD1 protein (Fragment) OS=Brachypodius atriceps OX=182895 GN=Bicd1 PE=3 SV=1	Brachypodius atriceps	949
A0A7K6E922	BICD1 protein (Fragment) OS=Grantiella picta OX=266360 GN=Bicd1 PE=3 SV=1	Grantiella picta	949
A0A8C3N0M0	Uncharacterized protein OS=Geospiza parvula OX=87175 GN=BICD1 PE=3 SV=1	Geospiza parvula	839
A0A8C3X638	BICD cargo adaptor 1 OS=Cyanoderma ruficeps OX=181631 PE=3 SV=1	Cyanoderma ruficeps	839
A0A7K6I0U1	BICD1 protein (Fragment) OS=Dasyornis broadbenti OX=243059 GN=Bicd1 PE=3 SV=1	Dasyornis broadbenti	978
A0A6J0GAU7	Protein bicaudal D homolog 1 isoform X4 OS=Lepidothrix coronata OX=321398 GN=BICD1 PE=3 SV=1	Lepidothrix coronata	839
A0A7K9Q1N6	BICD1 protein (Fragment) OS=Pachycephala philippinensis OX=449367 GN=Bicd1 PE=3 SV=1	Pachycephala philippinensis	978
A0A851KSZ3	BICD1 protein (Fragment) OS=Vidua chalybeata OX=81927 GN=Bicd1 PE=3 SV=1	Vidua chalybeata	949
A0A7K4V7Y2	BICD1 protein (Fragment) OS=Emberiza fucata OX=337179 GN=Bicd1 PE=3 SV=1	Emberiza fucata	949
A0A7K7RSE3	BICD1 protein (Fragment) OS=Nesospiza acunhae OX=381881 GN=Bicd1 PE=3 SV=1	Nesospiza acunhae	949
A0A7K8RQB2	BICD1 protein (Fragment) OS=Rhodinocichla rosea OX=58203 GN=Bicd1 PE=3 SV=1	Rhodinocichla rosea	949
H0ZML5	BICD cargo adaptor 1 OS=Taeniopygia guttata OX=59729 GN=BICD1 PE=3 SV=2	Taeniopygia guttata	839
A0A6J0GDZ2	Protein bicaudal D homolog 1 isoform X1 OS=Lepidothrix coronata OX=321398 GN=BICD1 PE=3 SV=1	Lepidothrix coronata	1001
A0A6J0GG38	Protein bicaudal D homolog 1 isoform X2 OS=Lepidothrix coronata OX=321398 GN=BICD1 PE=3 SV=1	Lepidothrix coronata	978
A0A7K5P8F3	BICD1 protein (Fragment) OS=Erythrocercus mccallii OX=107208 GN=Bicd1 PE=3 SV=1	Erythrocercus mccallii	978
A0A7K7ED71	BICD1 protein (Fragment) OS=Sylvia atricapilla OX=48155 GN=Bicd1 PE=3 SV=1	Sylvia atricapilla	949
A0A7L1C4A9	BICD1 protein (Fragment) OS=Illadopsis cleaveri OX=201329 GN=Bicd1 PE=3 SV=1	Illadopsis cleaveri	970
A0A7K9L3U0	BICD1 protein (Fragment) OS=Rhabdornis inornatus OX=237438 GN=Bicd1 PE=3 SV=1	Rhabdornis inornatus	978
A0A851V2K0	BICD1 protein (Fragment) OS=Copsychus sechellarum OX=797021 GN=Bicd1 PE=3 SV=1	Copsychus sechellarum	924
A0A7L0RBC9	BICD1 protein (Fragment) OS=Setophaga kirtlandii OX=298831 GN=Bicd1 PE=3 SV=1	Setophaga kirtlandii	978
A0A851ZYF5	BICD1 protein (Fragment) OS=Calcarius ornatus OX=198940 GN=Bicd1 PE=3 SV=1	Calcarius ornatus	949
A0A8C3TH91	BICD cargo adaptor 1 OS=Catharus ustulatus OX=91951 PE=3 SV=1	Catharus ustulatus	839
A0A7L4EZ75	BICD1 protein (Fragment) OS=Hirundo rustica OX=43150 GN=Bicd1 PE=3 SV=1	Hirundo rustica	949
A0A7K8GWC3	BICD1 protein (Fragment) OS=Orthonyx spaldingii OX=38397 GN=Bicd1 PE=3 SV=1	Orthonyx spaldingii	978
A0A8C3MUI1	Uncharacterized protein OS=Geospiza parvula OX=87175 GN=BICD1 PE=3 SV=1	Geospiza parvula	831
