Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
737	TR	A0A671KCC3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107684464 PE=3 SV=1	Sinocyclocheilus anshuiensis	839	2893	72.7	85.0	0.0
738	TR	A0A671KGS0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107684464 PE=3 SV=1	Sinocyclocheilus anshuiensis	807	2893	72.7	85.0	0.0
739	TR	A0A8D2M942	BICD cargo adaptor 2 OS=Zonotrichia albicollis OX=44394 GN=BICD2 PE=3 SV=1	Zonotrichia albicollis	701	2891	82.0	90.4	0.0
740	TR	A0A9F5ILZ3	Protein bicaudal D homolog 2 OS=Python bivittatus OX=176946 GN=BICD2 PE=3 SV=1	Python bivittatus	731	2891	81.6	90.7	0.0
741	TR	A0A671KCC8	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107684464 PE=3 SV=1	Sinocyclocheilus anshuiensis	816	2891	73.1	85.3	0.0
742	TR	A0A7E6D4W3	inositol-pentakisphosphate 2-kinase OS=Phyllostomus discolor OX=89673 GN=LOC114513564 PE=3 SV=1	Phyllostomus discolor	1193	2887	75.6	80.4	0.0
743	TR	A0A671KIQ7	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107684464 PE=3 SV=1	Sinocyclocheilus anshuiensis	824	2886	73.4	85.6	0.0
744	TR	A0A9J8BYT4	BICD cargo adaptor 2 OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	834	2884	73.3	84.9	0.0
745	TR	A0A8C1FYS2	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	825	2884	73.3	84.9	0.0
746	TR	A0A9J7Z154	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	799	2884	73.3	84.9	0.0
747	TR	A0A8C1FW53	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	841	2884	73.3	84.9	0.0
748	TR	A0A8C1FU63	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	801	2884	73.3	84.9	0.0
749	TR	A0A6P6PYM6	Protein bicaudal D homolog 2-like isoform X1 OS=Carassius auratus OX=7957 GN=LOC113107874 PE=3 SV=1	Carassius auratus	835	2884	73.3	85.2	0.0
750	TR	A0A6P6Q081	Protein bicaudal D homolog 2-like isoform X2 OS=Carassius auratus OX=7957 GN=LOC113107874 PE=3 SV=1	Carassius auratus	800	2884	73.3	85.2	0.0
751	TR	H9G5B1	BICD cargo adaptor 2 OS=Anolis carolinensis OX=28377 GN=bicd2 PE=3 SV=2	Anolis carolinensis	700	2881	81.3	90.3	0.0
752	TR	A0A1S3MCK0	Protein bicaudal D homolog 2-like isoform X4 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	847	2880	72.2	82.6	0.0
753	TR	A0A1S3MCJ6	Protein bicaudal D homolog 2-like isoform X1 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	887	2880	72.2	82.6	0.0
754	TR	A0A8C6Q4I0	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	842	2880	73.9	84.2	0.0
755	TR	A0A672KHV9	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	828	2880	72.2	84.5	0.0
756	TR	A0A1S3MCV5	Protein bicaudal D homolog 2-like isoform X2 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	862	2880	72.2	82.6	0.0
757	TR	A0A672KHV4	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	819	2878	72.2	84.4	0.0
758	TR	A0A667IJT5	BICD cargo adaptor 2 OS=Lynx canadensis OX=61383 PE=3 SV=1	Lynx canadensis	739	2875	82.7	85.9	0.0
759	TR	A0A672KJK6	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	848	2870	72.2	84.2	0.0
760	TR	A0A672KHT2	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	862	2869	72.5	84.7	0.0
761	TR	A0A672MWG4	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	848	2869	72.9	85.1	0.0
762	TR	A0A672KJR5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	841	2869	72.5	84.7	0.0
763	TR	A0A8C8ECE6	Protein bicaudal D homolog 2 OS=Otus sunia OX=257818 PE=3 SV=1	Otus sunia	686	2868	83.3	91.1	0.0
764	TR	A0A672N2Y1	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	796	2867	73.0	85.1	0.0
765	TR	A0A672MUB8	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	847	2867	73.0	85.1	0.0
766	TR	A0A672MYA0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	831	2867	73.0	85.1	0.0
767	TR	A0A8C8CNA5	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	847	2865	74.4	84.2	0.0
768	TR	A0A8C5CQF3	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	820	2864	72.5	82.9	0.0
769	TR	A0A8C5FGL2	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	843	2860	72.5	83.2	0.0
770	TR	A0A8C5BWL9	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	871	2860	72.5	83.2	0.0
771	TR	A0A8C5C6I0	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	803	2860	72.5	83.2	0.0
772	TR	A0A672MUF5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	811	2859	73.0	85.1	0.0
773	TR	A0A672KHX3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	800	2859	72.8	85.2	0.0
774	TR	A0A672MYA5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	818	2859	73.0	85.1	0.0
775	TR	A0A3P8WZE3	Protein bicaudal D homolog 2-like OS=Cynoglossus semilaevis OX=244447 GN=BICD2 PE=3 SV=1	Cynoglossus semilaevis	816	2859	72.3	84.0	0.0
776	TR	A0A8C1BGB7	BICD cargo adaptor 2 OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	851	2857	71.8	84.0	0.0
777	TR	A0A8C1H8V7	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	819	2857	71.8	84.0	0.0
778	TR	A0A8C5B8H9	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	822	2855	73.3	83.9	0.0
779	TR	A0A8C1H910	BICD2 protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	851	2855	72.0	83.9	0.0
780	TR	A0A8C5FAV9	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	850	2850	73.1	83.8	0.0
781	TR	A0A9J8CS63	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	841	2850	72.5	84.4	0.0
782	TR	A0A8C1H8S9	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	806	2850	72.5	84.4	0.0
783	TR	A0A8C1BHC3	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	807	2850	72.5	84.4	0.0
784	TR	A0A9J7Z725	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	810	2850	72.5	84.4	0.0
785	TR	A0A5A9NZ11	Protein bicaudal D-like protein 2 OS=Triplophysa tibetana OX=1572043 GN=E1301_Tti021832 PE=3 SV=1	Triplophysa tibetana	838	2849	72.4	84.2	0.0
786	TR	A0A8C1H8V9	BICD cargo adaptor 2 OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	844	2846	72.5	84.5	0.0
787	TR	A0A672KDD0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	840	2845	72.8	85.0	0.0
788	TR	A0A4W3IFU2	BICD cargo adaptor 2 OS=Callorhinchus milii OX=7868 GN=BICD2 PE=3 SV=1	Callorhinchus milii	783	2844	76.4	86.9	0.0
789	TR	A0A674P056	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	847	2844	73.4	84.8	0.0
790	TR	A0A8C5SYB3	BICD cargo adaptor 2 OS=Laticauda laticaudata OX=8630 GN=BICD2 PE=3 SV=1	Laticauda laticaudata	702	2842	80.5	90.2	0.0
791	TR	A0A5N5NL72	BICD cargo adaptor 2 OS=Pangasianodon hypophthalmus OX=310915 GN=PHYPO_G00235380 PE=3 SV=1	Pangasianodon hypophthalmus	827	2841	72.6	85.3	0.0
792	TR	A0A6Q2X3M9	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	847	2839	73.3	83.5	0.0
793	TR	A0A8C5SU25	BICD cargo adaptor 2 OS=Laticauda laticaudata OX=8630 GN=BICD2 PE=3 SV=1	Laticauda laticaudata	753	2838	80.5	90.2	0.0
794	TR	A0A7J5ZIZ5	Uncharacterized protein OS=Ameiurus melas OX=219545 GN=AMELA_G00287860 PE=3 SV=1	Ameiurus melas	840	2837	72.8	84.9	0.0
795	TR	A0A7J7EAV7	BICD cargo adaptor 2 OS=Diceros bicornis minor OX=77932 GN=HPG69_007915 PE=3 SV=1	Diceros bicornis minor	679	2835	87.6	90.7	0.0
796	TR	A0A8C5CHT7	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	805	2832	73.3	84.1	0.0
797	TR	A0A9D3P082	Bicaudal D OS=Hemibagrus wyckioides OX=337641 GN=KOW79_004062 PE=3 SV=1	Hemibagrus wyckioides	804	2825	72.0	83.4	0.0
798	TR	A0A8B9VQE8	BICD cargo adaptor 2 OS=Anas zonorhyncha OX=75864 PE=3 SV=1	Anas zonorhyncha	779	2812	73.8	84.2	0.0
799	TR	A0A8C5CA80	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	853	2804	71.4	82.0	0.0
800	TR	A0A8T0ART6	Protein bicaudal D homolog 2-like OS=Silurus meridionalis OX=175797 GN=HF521_006818 PE=3 SV=1	Silurus meridionalis	802	2802	71.2	83.8	0.0
801	TR	A0A673FP38	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107711785 PE=3 SV=1	Sinocyclocheilus rhinocerous	842	2798	70.9	82.3	0.0
802	TR	A0A674GQ84	BICD cargo adaptor 2 OS=Taeniopygia guttata OX=59729 GN=BICD2 PE=3 SV=1	Taeniopygia guttata	774	2796	71.4	80.4	0.0
803	TR	A0A401RUN3	Protein bicaudal D homolog 2 OS=Chiloscyllium punctatum OX=137246 GN=chiPu_0000247 PE=3 SV=1	Chiloscyllium punctatum	744	2794	75.8	86.7	0.0
804	TR	A0A670HN43	BICD cargo adaptor 2 OS=Podarcis muralis OX=64176 GN=BICD2 PE=3 SV=1	Podarcis muralis	774	2788	74.8	84.1	0.0
805	TR	A0A672IVU3	Protein bicaudal D homolog 2-like OS=Salarias fasciatus OX=181472 GN=LOC115408549 PE=3 SV=1	Salarias fasciatus	754	2780	76.6	86.4	0.0
806	TR	A0A7N8Y8T9	Protein bicaudal D homolog 2-like OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	741	2775	76.5	85.8	0.0
807	TR	A0A3Q4IC86	Protein bicaudal D homolog 2-like OS=Neolamprologus brichardi OX=32507 GN=BICD2 PE=3 SV=1	Neolamprologus brichardi	773	2760	73.8	84.1	0.0
808	TR	A0A7L2RM99	BICD2 protein (Fragment) OS=Neodrepanis coruscans OX=254563 GN=Bicd2 PE=3 SV=1	Neodrepanis coruscans	671	2759	82.1	90.5	0.0
809	TR	A0A093F5D0	Protein bicaudal D 2 (Fragment) OS=Gavia stellata OX=37040 GN=N328_10973 PE=3 SV=1	Gavia stellata	676	2759	81.6	89.5	0.0
810	TR	A0A7L3IBY0	BICD2 protein (Fragment) OS=Pardalotus punctatus OX=254575 GN=Bicd2 PE=3 SV=1	Pardalotus punctatus	665	2755	82.5	90.5	0.0
811	TR	A0A667ZIV0	Protein bicaudal D homolog 2-like OS=Myripristis murdjan OX=586833 GN=BICD2 PE=3 SV=1	Myripristis murdjan	762	2749	77.4	87.0	0.0
812	TR	A0A7K8R0B1	BICD2 protein (Fragment) OS=Smithornis capensis OX=363769 GN=Bicd2_0 PE=3 SV=1	Smithornis capensis	702	2744	81.8	89.6	0.0
813	TR	A0A8C4EHX3	BICD2 protein OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	744	2739	75.6	85.3	0.0
814	TR	A0A7L2WFK9	BICD2 protein (Fragment) OS=Pandion haliaetus OX=56262 GN=Bicd2 PE=3 SV=1	Pandion haliaetus	661	2737	81.9	90.2	0.0
815	TR	A0A851BXH9	BICD2 protein (Fragment) OS=Calyptomena viridis OX=135972 GN=Bicd2 PE=3 SV=1	Calyptomena viridis	706	2732	80.9	89.4	0.0
816	TR	A0A7L3FHG1	BICD2 protein (Fragment) OS=Zapornia atra OX=2585822 GN=Bicd2 PE=3 SV=1	Zapornia atra	706	2731	80.9	88.9	0.0
817	TR	A0A7K4Z949	BICD2 protein (Fragment) OS=Bucorvus abyssinicus OX=153643 GN=Bicd2 PE=3 SV=1	Bucorvus abyssinicus	712	2729	80.2	88.3	0.0
818	TR	A0A7L0SU67	BICD2 protein (Fragment) OS=Podilymbus podiceps OX=9252 GN=Bicd2 PE=3 SV=1	Podilymbus podiceps	707	2725	80.6	88.6	0.0
819	TR	A0A8C7ZHM6	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	756	2723	73.4	85.3	0.0
820	TR	A0A668VWF0	BICD cargo adaptor 2 OS=Oreochromis aureus OX=47969 PE=3 SV=1	Oreochromis aureus	794	2722	75.6	86.0	0.0
821	TR	A0A665VZR5	Protein bicaudal D homolog 2-like OS=Echeneis naucrates OX=173247 GN=LOC115046032 PE=3 SV=1	Echeneis naucrates	757	2720	76.8	87.1	0.0
822	TR	A0A7K9CSV7	BICD2 protein (Fragment) OS=Hemiprocne comata OX=243314 GN=Bicd2 PE=3 SV=1	Hemiprocne comata	708	2719	80.4	88.4	0.0
823	TR	A0A851B7J3	BICD2 protein (Fragment) OS=Picathartes gymnocephalus OX=175131 GN=Bicd2 PE=3 SV=1	Picathartes gymnocephalus	696	2718	81.2	89.6	0.0
824	TR	A0A7L3NF29	BICD2 protein (Fragment) OS=Oreotrochilus melanogaster OX=689266 GN=Bicd2 PE=3 SV=1	Oreotrochilus melanogaster	709	2717	80.3	88.5	0.0
825	TR	A0A7L2ZA18	BICD2 protein (Fragment) OS=Jacana jacana OX=54508 GN=Bicd2 PE=3 SV=1	Jacana jacana	708	2717	80.2	88.4	0.0
826	TR	A0A8S4C2M4	(Atlantic silverside) hypothetical protein (Fragment) OS=Menidia menidia OX=238744 GN=MMEN_LOCUS21830 PE=3 SV=1	Menidia menidia	791	2716	76.1	85.6	0.0
827	TR	A0A7L1UJR7	BICD2 protein (Fragment) OS=Phainopepla nitens OX=161653 GN=Bicd2 PE=3 SV=1	Phainopepla nitens	696	2716	81.1	89.5	0.0
828	TR	A0A7L3Y7P3	BICD2 protein (Fragment) OS=Calonectris borealis OX=1323832 GN=Bicd2 PE=3 SV=1	Calonectris borealis	690	2716	81.9	89.7	0.0
829	TR	A0A851PVR3	BICD2 protein (Fragment) OS=Anhinga anhinga OX=56067 GN=Bicd2 PE=3 SV=1	Anhinga anhinga	707	2715	80.1	88.4	0.0
830	TR	A0A7K5X4I6	BICD2 protein (Fragment) OS=Dromas ardeola OX=458190 GN=Bicd2 PE=3 SV=1	Dromas ardeola	692	2715	81.5	89.6	0.0
831	TR	A0A9D3Q8C5	Bicaudal D OS=Megalops atlanticus OX=7932 GN=MATL_G00073980 PE=3 SV=1	Megalops atlanticus	797	2715	68.6	80.9	0.0
832	TR	A0A093CXH8	Protein bicaudal D 2 (Fragment) OS=Tauraco erythrolophus OX=121530 GN=N340_13613 PE=3 SV=1	Tauraco erythrolophus	706	2713	80.0	88.5	0.0
833	TR	A0A7K6H2S6	BICD2 protein (Fragment) OS=Malurus elegans OX=720584 GN=Bicd2 PE=3 SV=1	Malurus elegans	696	2713	81.5	89.3	0.0
834	TR	A0A7K4J3Q7	BICD2 protein (Fragment) OS=Geococcyx californianus OX=8947 GN=Bicd2 PE=3 SV=1	Geococcyx californianus	709	2712	79.8	88.4	0.0
835	TR	A0A8C7ZJC4	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	786	2711	74.2	85.0	0.0
836	TR	A0A673CS33	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	778	2710	76.0	85.6	0.0
837	TR	A0A7L0Q329	BICD2 protein (Fragment) OS=Mesembrinibis cayennensis OX=1118748 GN=Bicd2 PE=3 SV=1	Mesembrinibis cayennensis	692	2705	81.2	89.6	0.0
838	TR	A0A6J2VKU8	Protein bicaudal D homolog 2-like isoform X2 OS=Chanos chanos OX=29144 GN=LOC115814781 PE=3 SV=1	Chanos chanos	805	2705	68.4	80.5	0.0
839	TR	A0A6J2VP72	Protein bicaudal D homolog 2-like isoform X1 OS=Chanos chanos OX=29144 GN=LOC115814781 PE=3 SV=1	Chanos chanos	839	2705	68.4	80.5	0.0
840	TR	A0A667Y3T2	Protein bicaudal D homolog 2-like OS=Myripristis murdjan OX=586833 GN=LOC115358695 PE=3 SV=1	Myripristis murdjan	821	2701	68.3	81.6	0.0
841	TR	A0A7J6CJ14	Uncharacterized protein OS=Onychostoma macrolepis OX=369639 GN=G5714_011661 PE=3 SV=1	Onychostoma macrolepis	817	2693	69.3	81.5	0.0
842	TR	A0A7L2VKI0	BICD2 protein (Fragment) OS=Brachypteracias leptosomus OX=135165 GN=Bicd2 PE=3 SV=1	Brachypteracias leptosomus	706	2692	80.0	87.8	0.0
843	TR	A0A673X5K4	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	729	2688	75.3	84.6	0.0
844	TR	A0A4W5MXS8	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	754	2688	75.4	85.2	0.0
845	TR	A0A3Q4C0T8	Bicaudal D homolog 2 (Drosophila) OS=Mola mola OX=94237 PE=3 SV=1	Mola mola	873	2687	68.3	80.8	0.0
846	TR	A0A4W5NS22	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	729	2685	74.9	84.5	0.0
847	TR	H3DKP7	BICD cargo adaptor 2 OS=Tetraodon nigroviridis OX=99883 GN=BICD2 PE=3 SV=1	Tetraodon nigroviridis	781	2685	74.2	84.7	0.0
848	TR	A0A6F9B0T6	BICD cargo adaptor 2 (Fragment) OS=Coregonus sp. 'balchen' OX=861768 GN=CSTEINMANNI_LOCUS2048353 PE=3 SV=1	Coregonus sp. 'balchen'	776	2684	76.3	85.9	0.0
849	TR	A0A6I9XDW8	Protein bicaudal D homolog 2 isoform X2 OS=Thamnophis sirtalis OX=35019 GN=BICD2 PE=3 SV=1	Thamnophis sirtalis	683	2681	79.6	89.9	0.0
850	TR	A0A498N303	Bicaudal D-like protein OS=Labeo rohita OX=84645 GN=ROHU_006524 PE=3 SV=1	Labeo rohita	926	2681	68.8	80.7	0.0
851	TR	A0A6P6L1X1	Protein bicaudal D homolog 2-like isoform X2 OS=Carassius auratus OX=7957 GN=LOC113055479 PE=3 SV=1	Carassius auratus	820	2680	68.6	80.9	0.0
852	TR	A0A6P6L288	Protein bicaudal D homolog 2-like isoform X1 OS=Carassius auratus OX=7957 GN=LOC113055479 PE=3 SV=1	Carassius auratus	883	2680	68.6	80.9	0.0
853	TR	G3N474	BICD cargo adaptor 2 OS=Gasterosteus aculeatus OX=69293 GN=BICD2 PE=3 SV=1	Gasterosteus aculeatus	850	2678	69.8	82.8	0.0
854	TR	A0A6I9X9Y0	Protein bicaudal D homolog 2 isoform X1 OS=Thamnophis sirtalis OX=35019 GN=BICD2 PE=3 SV=1	Thamnophis sirtalis	713	2678	79.4	89.9	0.0
855	TR	A0A6I9XEV3	Protein bicaudal D homolog 2 isoform X3 OS=Thamnophis sirtalis OX=35019 GN=BICD2 PE=3 SV=1	Thamnophis sirtalis	682	2677	79.6	89.9	0.0
856	TR	A0A4W5NS27	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	726	2676	75.0	84.2	0.0
857	TR	A0A673IFA4	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	801	2676	73.6	85.1	0.0
858	TR	A0A669DSP2	BICD cargo adaptor 2 OS=Oreochromis niloticus OX=8128 GN=BICD2 PE=3 SV=1	Oreochromis niloticus	777	2675	74.6	84.6	0.0
859	TR	A0A671L3J1	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107696460 PE=3 SV=1	Sinocyclocheilus anshuiensis	905	2675	68.8	81.3	0.0
860	TR	A0A673Z1D8	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	740	2673	75.2	85.0	0.0
861	TR	A0A672LL33	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=LOC107578651 PE=3 SV=1	Sinocyclocheilus grahami	857	2672	69.2	81.2	0.0
862	TR	A0A3Q4G4Z5	Protein bicaudal D homolog 2-like OS=Neolamprologus brichardi OX=32507 PE=3 SV=1	Neolamprologus brichardi	819	2672	67.5	81.0	0.0
863	TR	A0A8C7JRP5	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	741	2672	76.3	85.7	0.0
864	TR	A0A8C1EEH0	Bicaudal D homolog 2 (Drosophila) OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	854	2669	68.2	80.9	0.0
865	TR	A0A671LUK2	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107694868 PE=3 SV=1	Sinocyclocheilus anshuiensis	898	2669	69.2	81.1	0.0
866	TR	A0A8N7TEB8	Protein bicaudal D homolog 2 isoform X2 OS=Danio rerio OX=7955 GN=bicd2 PE=1 SV=1	Danio rerio	809	2668	67.8	80.2	0.0
867	TR	X1WDT9	Bicaudal D homolog 2 (Drosophila) OS=Danio rerio OX=7955 GN=bicd2 PE=1 SV=3	Danio rerio	846	2668	67.8	80.2	0.0
868	TR	A0A1S3P667	Protein bicaudal D homolog 2-like isoform X2 OS=Salmo salar OX=8030 GN=LOC106583446 PE=3 SV=1	Salmo salar	829	2666	68.3	81.5	0.0
869	TR	A0A1S3P6B7	Protein bicaudal D homolog 2-like isoform X1 OS=Salmo salar OX=8030 GN=LOC106583446 PE=3 SV=1	Salmo salar	852	2666	68.3	81.5	0.0
870	TR	A0A674EYX7	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=LOC115208214 PE=3 SV=1	Salmo trutta	857	2666	68.1	81.9	0.0
871	TR	A0A6P6QC20	Protein bicaudal D homolog 2-like isoform X2 OS=Carassius auratus OX=7957 GN=LOC113110809 PE=3 SV=1	Carassius auratus	820	2665	68.7	81.0	0.0
872	TR	A0A6P6QBK7	Protein bicaudal D homolog 2-like isoform X1 OS=Carassius auratus OX=7957 GN=LOC113110809 PE=3 SV=1	Carassius auratus	857	2665	68.7	81.0	0.0
873	TR	A0A4W5Q9Y8	Bicaudal D homolog 2 (Drosophila) OS=Hucho hucho OX=62062 PE=3 SV=1	Hucho hucho	856	2664	67.8	81.7	0.0
874	TR	A0A4W5QX92	Bicaudal D homolog 2 (Drosophila) OS=Hucho hucho OX=62062 PE=3 SV=1	Hucho hucho	864	2663	68.6	81.4	0.0
875	TR	A0A673HPS2	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107743251 PE=3 SV=1	Sinocyclocheilus rhinocerous	854	2663	68.7	81.2	0.0
876	TR	A0A8C7GLG5	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	729	2662	74.9	83.9	0.0
877	TR	A0A8M3B5A4	Protein bicaudal D homolog 2 OS=Danio rerio OX=7955 GN=zgc:171572 PE=3 SV=1	Danio rerio	749	2661	72.6	84.6	0.0
878	TR	A0A8C1FQ07	Bicaudal D homolog 2 (Drosophila) OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	853	2660	68.5	81.1	0.0
879	TR	A0A3P9C2A0	Protein bicaudal D homolog 2 OS=Maylandia zebra OX=106582 PE=3 SV=1	Maylandia zebra	819	2659	67.0	80.5	0.0
880	TR	A0A1S3L8Z1	Protein bicaudal D homolog 2-like OS=Salmo salar OX=8030 GN=LOC106565154 PE=3 SV=1	Salmo salar	826	2658	68.0	81.5	0.0
881	TR	A0A674A110	Caspase recruitment domain-containing protein 19-like OS=Salmo trutta OX=8032 GN=LOC115151182 PE=3 SV=1	Salmo trutta	878	2657	68.2	81.4	0.0
882	TR	A0A674A0X8	Caspase recruitment domain-containing protein 19-like OS=Salmo trutta OX=8032 GN=LOC115151182 PE=3 SV=1	Salmo trutta	852	2657	68.2	81.4	0.0
